,Reaction Products,Counts,Frequency [%]
539,pi-+n+p+p+p+D2+D2+D2+He4,9,0.009000000000000001
540,n+n+p+He4+He4+He4,9,0.009000000000000001
541,n+n+p+He3+He4+He4+C12+C12,9,0.009000000000000001
542,pi-+n+n+p+He3+He3+He4+C12,9,0.009000000000000001
543,n+n+p+p+T3+T3+He3+C12,9,0.009000000000000001
544,p+p+He4+Be9+C12,9,0.009000000000000001
545,n+n+p+D2+He4+He4+C12+Al27,9,0.009000000000000001
546,n+n+n+p+p+He4+He4+N15,9,0.009000000000000001
547,pi-+n+n+n+p+p+p+Na22,9,0.009000000000000001
548,pi++n+n+D2+D2+T3+He4+C12,9,0.009000000000000001
549,pi-+n+p+D2+T3+He3+He3,9,0.009000000000000001
550,pi-+n+p+D2+D2+D2+D2+He3,9,0.009000000000000001
551,n+n+n+p+p+D2+D2+D2+He3,9,0.009000000000000001
552,D2+T3+He4+He4+C12,9,0.009000000000000001
553,pi-+n+n+p+p+p+p+D2+D2+T3,9,0.009000000000000001
554,pi++n+n+p+T3+Li7,9,0.009000000000000001
555,n+n+n+p+D2+D2+He4+He4+C12,9,0.009000000000000001
556,pi-+p+D2+He4+Li6+C12,9,0.009000000000000001
557,n+n+n+n+n+p+B7,9,0.009000000000000001
558,pi-+D2+He4+Be7+C12,9,0.009000000000000001
559,n+n+n+n+p+p+p+He3+He4+C12,9,0.009000000000000001
560,pi++n+n+p+D2+Li8,9,0.009000000000000001
561,n+n+n+n+p+p+D2+D2+D2+He4+He4+He4+He4,8,0.008
562,n+n+n+p+p+D2+He4+He4,8,0.008
563,pi-+n+p+C11+Al27,8,0.008
564,n+n+n+n+D2+B7,8,0.008
565,pi-+n+n+p+p+p+p+T3+He4+C12,8,0.008
566,n+p+D2+D2+D2+D2+T3+C12,8,0.008
567,n+p+p+D2+D2+T3+T3+C12,8,0.008
568,n+p+p+p+He4+He4+He4+C12,8,0.008
569,pi-+n+p+p+He3+Li7,8,0.008
570,pi++n+n+n+T3+He3+He4,8,0.008
571,n+n+n+n+n+p+p+D2+Li4,8,0.008
572,n+n+p+p+p+D2+He6+C12,8,0.008
573,n+n+n+n+p+D2+He3+He4,8,0.008
574,n+n+n+p+p+T3+He4+He4+C12,8,0.008
575,pi++n+n+n+D2+D2+T3+He3,8,0.008
576,n+n+p+p+He4+Be7,8,0.008
577,p+p+p+Li10+C12,8,0.008
578,pi-+n+D2+C10,8,0.008
579,pi-+n+n+C12+N11,8,0.008
580,n+p+p+p+T3+Li7,8,0.008
581,pi-+n+n+He4+B7,8,0.008
582,n+n+p+p+D2+Ne22,8,0.008
583,pi++n+n+p+D2+D2+T3+T3,8,0.008
584,pi-+n+n+n+p+p+D2+Be6,8,0.008
585,n+n+n+p+He4+He4+He4+C12,8,0.008
586,pi-+n+Li6+Be6,8,0.008
587,n+p+p+T3+He4+He4+C12+C12,8,0.008
588,pi++n+n+n+D2+He4+He4+C12+C12,8,0.008
589,n+p+p+p+B11+C12+C12,8,0.008
590,n+n+p+p+D2+T3+He4+Al27,8,0.008
591,pi-+n+n+D2+D2+B7,8,0.008
592,n+n+n+p+D2+He4+He4+N14,8,0.008
593,n+n+n+n+n+n+p+p+p+p+He3+C12,8,0.008
594,pi-+n+n+n+p+p+p+p+D2+D2+D2,8,0.008
595,n+p+p+p+D2+D2+T3+He4,8,0.008
596,pi-+n+p+D2+Mg24,8,0.008
597,n+p+B11+C12+C12+C12,8,0.008
598,n+n+n+n+p+D2+D2+Li4,8,0.008
599,n+n+n+p+p+p+p+T3+T3+C12,8,0.008
600,n+n+p+p+T3+He3+He4+C12,8,0.008
601,n+n+p+p+He4+F20,8,0.008
602,n+n+n+p+T3+He3+He3+C12,8,0.008
603,n+n+C11+C12+Al27,8,0.008
604,n+p+p+D2+D2+Li7,8,0.008
605,pi-+n+n+n+N10,8,0.008
606,n+n+n+p+p+p+p+D2+H4,8,0.008
607,n+n+C12+C12,8,0.008
608,n+p+p+p+He4+He6,8,0.008
609,n+p+T3+He4+He4+C12+C12+C12,7,0.006999999999999999
610,pi-+n+p+p+D2+Na23,7,0.006999999999999999
611,pi++n+n+n+n+p+p+He4+He4,7,0.006999999999999999
612,D2+He4+Li7+C12,7,0.006999999999999999
613,n+n+n+p+D2+T3+Li4,7,0.006999999999999999
614,n+n+D2+D2+He3+He4+C12+C12,7,0.006999999999999999
615,n+n+n+n+p+p+D2+He4+O16,7,0.006999999999999999
616,pi-+p+D2+B10+C12,7,0.006999999999999999
617,p+He4+Be9,7,0.006999999999999999
618,n+p+T3+He4+He4+Al27,7,0.006999999999999999
619,n+n+n+n+p+p+p+D2+He4+Al27,7,0.006999999999999999
620,C12+Al27,7,0.006999999999999999
621,n+n+n+p+p+p+p+He4+He4+C12,7,0.006999999999999999
622,pi-+n+p+p+p+D2+Li7+C12,7,0.006999999999999999
623,pi-+pi++n+n+n+p+p+He4+He4,7,0.006999999999999999
624,n+n+n+He3+He3+He4+C12,7,0.006999999999999999
625,n+n+n+n+n+p+p+Be6,7,0.006999999999999999
626,pi++n+n+n+n+n+p+p+p+D2+T3,7,0.006999999999999999
627,n+C12+Al27,7,0.006999999999999999
628,n+p+p+D2+D2+He4+He4,7,0.006999999999999999
629,pi-+pi++n+n+p+D2+He4+He4,7,0.006999999999999999
630,n+n+p+p+He3+He4+He4+C12,7,0.006999999999999999
631,n+n+n+n+n+p+p+p+D2+He4,7,0.006999999999999999
632,pi-+n+p+p+T3+Be7,7,0.006999999999999999
633,n+p+C12+Al27,7,0.006999999999999999
634,pi-+n+D2+He3+Be7,7,0.006999999999999999
635,pi-+n+n+p+D2+D2+Be6,7,0.006999999999999999
636,n+n+p+p+T3+Li6+C12,7,0.006999999999999999
637,n+n+p+p+p+Ne23,7,0.006999999999999999
638,pi-+n+p+p+D2+D2+D2+He4+C12+C12,7,0.006999999999999999
639,n+n+n+p+p+p+Ne22,7,0.006999999999999999
640,n+p+p+Be10+C12+C12,7,0.006999999999999999
641,n+n+p+p+p+p+T3+H4,7,0.006999999999999999
642,pi-+n+n+n+n+p+p+p+p+p+He4+C12,7,0.006999999999999999
643,p+p+D2+Be10,7,0.006999999999999999
644,p+p+D2+B11,7,0.006999999999999999
645,n+n+n+n+p+p+D2+He4+He4+He4+He4+He4,7,0.006999999999999999
646,n+p+He4+He4+He4+Al27,7,0.006999999999999999
647,n+n+n+n+p+p+p+D2+He4+N15,7,0.006999999999999999
648,pi++n+n+D2+D2+Li7,7,0.006999999999999999
649,n+n+p+p+D2+D2+Li6,7,0.006999999999999999
650,pi++n+n+C12+C12,7,0.006999999999999999
651,pi-+p+p+D2+D2+Li7,7,0.006999999999999999
652,n+p+p+He3+He7,7,0.006999999999999999
653,n+n+n+n+p+p+p+p+p+D2+T3,6,0.006
654,n+n+n+p+D2+Li6+O16,6,0.006
655,n+n+n+n+n+n+n+p+p+p+p+p+p,6,0.006
656,pi-+n+n+n+n+n+p+p+p+p+p+p+D2,6,0.006
657,pi++n+n+n+n+p+p+T3+He4+C12,6,0.006
658,pi++n+n+p+Be10+C12,6,0.006
659,n+n+p+p+p+Be9+C12,6,0.006
660,n+D2+D2+D2+T3+He3+C12,6,0.006
661,pi-+p+D2+C11,6,0.006
662,n+n+n+p+T3+Be6,6,0.006
663,n+D2+T3+He3+He4+C12,6,0.006
664,n+n+p+p+D2+D2+D2+T3+C12+C12,6,0.006
665,n+p+He4+He4+He4+C12+C12+C12,6,0.006
666,pi-+n+n+p+Al25,6,0.006
667,n+n+p+p+B10+C12+C12,6,0.006
668,n+n+D2+He4+He4+O16,6,0.006
669,pi++n+n+Mg26,6,0.006
670,n+n+n+p+He3+Li6+C12,6,0.006
671,n+n+n+p+p+D2+D2+He4+C12+C12+C12,6,0.006
672,pi-+D2+C12,6,0.006
673,pi-+n+D2+He4+Be6,6,0.006
674,p+T3+Be9,6,0.006
675,pi-+n+p+p+T3+He3+He4+C12,6,0.006
676,n+n+n+p+p+p+D2+He3+He4,6,0.006
677,n+n+n+p+p+D2+D2+He4+N15,6,0.006
678,n+n+n+n+p+Mg23,6,0.006
679,n+p+D2+D2+He4+He4+C12+C12,6,0.006
680,pi-+n+n+p+p+D2+He3+He4+C12+C12,6,0.006
681,p+p+T3+Li8,6,0.006
682,n+n+n+p+p+p+D2+D2+T3+C12+C12,6,0.006
683,pi++n+n+n+n+p+D2+T3+He3,6,0.006
684,n+n+p+D2+D2+D2+He4+Al27,6,0.006
685,n+n+Li6+Ne20,6,0.006
686,n+n+n+p+p+He4+He4+C12+Al27,6,0.006
687,pi-+n+p+p+D2+D2+He3+He4,6,0.006
688,n+n+p+He4+Li6+C12+C12+C12,6,0.006
689,n+p+p+C12+C12+C12,6,0.006
690,n+n+p+p+p+p+D2+He4+He4,6,0.006
691,p+p+p+p+p+C12+C12+C12+C12,6,0.006
692,pi-+n+C12+N12,6,0.006
693,pi-+p+D2+T3+He3+He4+C12,6,0.006
694,n+n+n+n+p+p+p+T3+He4,6,0.006
695,n+n+n+p+D2+D2+Ne20,6,0.006
696,n+p+p+p+T3+He4+He4+C12,6,0.006
697,n+n+n+n+p+p+p+D2+T3+He4+He4+He4+He4,6,0.006
698,pi++n+n+n+Mg25,6,0.006
699,pi-+n+n+p+p+He4+Ne20,6,0.006
700,C12+C13,6,0.006
701,n+n+n+p+B10,6,0.006
702,pi++n+n+n+B10+C12,6,0.006
703,n+n+p+p+He3+He6,6,0.006
704,n+p+p+p+D2+D2+T3+T3,6,0.006
705,n+n+n+p+p+He4+F19,6,0.006
706,pi-+n+n+n+p+p+p+p+p+D2+He4,6,0.006
707,pi++n+n+n+n+n+n+p+p+p+He4,6,0.006
708,n+n+n+n+p+p+p+p+D2+D2+D2,6,0.006
709,n+n+n+n+n+p+p+p+p+He4+C12+C12,6,0.006
710,n+n+p+He4+Li6+Al27,6,0.006
711,n+n+n+n+n+p+p+p+He4+O16,6,0.006
712,pi-+n+n+n+n+p+p+p+He3+He3,6,0.006
713,n+n+n+n+n+p+p+He3+He4,6,0.006
714,pi-+n+n+n+p+p+p+D2+Ne20,5,0.005
715,n+n+n+p+D2+C12+Na22,5,0.005
716,p+D2+T3+He4+He4+C12,5,0.005
717,n+n+n+n+p+p+p+D2+D2+D2+T3+He4+He4+He4,5,0.005
718,n+p+p+He4+Li7+C12+C12+C12,5,0.005
719,n+D2+He3+Li7,5,0.005
720,n+n+p+D2+He4+He4+C13,5,0.005
721,pi-+n+p+p+p+D2+D2+D2+T3,5,0.005
722,n+n+n+n+n+p+p+p+He4+He4+C12,5,0.005
723,n+n+n+n+n+p+p+p+Ne20,5,0.005
724,pi-+n+n+p+p+D2+Be7+C12,5,0.005
725,pi-+n+p+He4+Na22,5,0.005
726,p+p+D2+B11+C12,5,0.005
727,pi-+n+p+p+p+p+D2+T3+He4,5,0.005
728,n+n+n+n+p+p+p+D2+F19,5,0.005
729,n+n+p+D2+D2+He3+He4+C12,5,0.005
730,n+n+n+p+p+D2+He4+O17,5,0.005
731,n+n+p+p+Be9+C12+C12,5,0.005
732,p+D2+T3+Li7,5,0.005
733,n+n+n+p+p+He4+He4+C12+C13,5,0.005
734,pi++n+n+n+n+n+p+p+D2+D2+D2,5,0.005
735,n+n+n+n+p+p+D2+D2+He4+He4+He4+Li6,5,0.005
736,n+n+p+p+p+D2+D2+D2+He4,5,0.005
737,n+n+n+n+p+p+D2+D2+He4+C12,5,0.005
738,pi++n+n+p+T3+T3+He4+C12,5,0.005
739,p+p+B12,5,0.005
740,n+n+p+p+B11,5,0.005
741,p+p+p+p+C12+C12+C12+C12,5,0.005
742,n+n+p+p+p+D2+T3+He4+C12+C12,5,0.005
743,n+n+n+p+p+D2+D2+He4+C13,5,0.005
744,pi-+n+n+p+p+D2+D2+D2+He4,5,0.005
745,n+p+p+p+p+C12,5,0.005
746,n+p+p+He4+He4+He4+C12+C12+C12,5,0.005
747,pi-+p+p+p+T3+He4+He4,5,0.005
748,pi-+n+n+p+p+p+D2+Li6+C12,5,0.005
749,pi-+p+p+p+He4+Li7,5,0.005
750,pi++n+He6+Li6,5,0.005
751,n+n+n+p+p+p+D2+D2+He4+C12+C12,5,0.005
752,n+n+n+p+p+D2+D2+D2+D2+T3+He4+He4+He4,5,0.005
753,pi-+n+n+n+p+He3+Be6,5,0.005
754,pi-+p+p+p+T3+T3+He4,5,0.005
755,n+p+p+C12+Mg26,5,0.005
756,n+n+n+p+D2+B10+C12,5,0.005
757,p+p+D2+T3+He4+He4,5,0.005
758,n+n+n+n+n+p+p+p+D2+D2+D2+D2+He4+He4+He4,5,0.005
759,p+p+D2+D2+T3+H4,5,0.005
760,pi-+n+p+p+C12+Mg25,5,0.005
761,n+n+n+n+p+p+T3+Li4,5,0.005
762,n+n+n+n+p+p+Be7+C12,5,0.005
763,n+n+n+n+p+p+p+D2+D2+D2+C12,5,0.005
764,n+n+n+n+p+He4+Li4,5,0.005
765,pi-+p+D2+He4+Be7,5,0.005
766,pi-+n+p+p+p+Na24,5,0.005
767,pi++n+n+p+T3+He4+He4,5,0.005
768,pi-+n+p+He3+He4+He4+C12+C12,5,0.005
769,n+p+p+p+p+B11,5,0.005
770,n+n+n+p+p+p+D2+T3+He3+C12,5,0.005
771,n+n+p+p+T3+Ne21,5,0.005
772,n+n+n+p+p+D2+T3+He4+C12,5,0.005
773,n+n+p+p+p+Li8+C12,5,0.005
774,n+n+n+n+n+p+p+p+p+D2+D2+T3+He4+He4+He4,5,0.005
775,n+n+n+p+p+D2+Be7,5,0.005
776,n+n+p+p+D2+D2+T3+He3+C12,5,0.005
777,n+n+n+p+p+D2+He3+He4+C12+C12,5,0.005
778,n+n+n+n+n+p+p+He3+He3+C12,5,0.005
779,pi-+n+p+p+p+Be9+C12,5,0.005
780,pi-+n+n+p+T3+B7,5,0.005
781,p+p+p+p+p+p+C12+C12+C12,5,0.005
782,pi++n+n+n+n+p+p+He4+He4+C12,5,0.005
783,n+p+p+T3+Li7+C12,5,0.005
784,pi++n+n+D2+T3+Li6,5,0.005
785,n+n+p+C12,5,0.005
786,pi-+n+p+p+p+p+D2+T3+T3,5,0.005
787,pi-+n+n+p+N11,5,0.005
788,pi-+n+n+n+p+p+p+p+T3+He3,5,0.005
789,pi++n+n+n+n+p+D2+Li6,5,0.005
790,n+n+n+n+p+p+D2+D2+He4+N14,5,0.005
791,n+p+p+p+Be10+C12,5,0.005
792,n+p+p+D2+Li8+C12,5,0.005
793,n+p+p+B11+C12+C12+C12,5,0.005
794,n+n+n+n+p+p+p+D2+He4+C12+C12+C12,5,0.005
795,n+n+n+n+n+p+p+p+p+He4+N15,5,0.005
796,n+D2+T3+Be7,5,0.005
797,n+n+D2+T3+Be6,5,0.005
798,n+n+p+p+p+p+Li8,5,0.005
799,p+p+p+C12+C12+C12+C12,5,0.005
800,n+p+p+p+p+C12+C12,5,0.005
801,n+n+p+D2+He4+He4+He4+B11,5,0.005
802,n+p+D2+T3+Li6+C12,5,0.005
803,n+n+p+p+p+p+D2+T3+He4,5,0.005
804,n+n+p+D2+D2+Li6+C12,5,0.005
805,n+n+n+n+p+p+p+p+Li6,5,0.005
806,n+n+n+n+p+p+C12+Na22,5,0.005
807,n+n+n+n+p+p+He4+Li6+C12,5,0.005
808,n+n+n+p+p+He4+He4+C12+C12+Al27,5,0.005
809,n+n+n+p+D2+He3+He4+Al27,5,0.005
810,pi++n+n+D2+T3+T3+He3,5,0.005
811,n+n+n+p+D2+D2+He4+He4+He4+He4+He4,5,0.005
812,n+n+n+n+p+D2+He3+He3+C12,5,0.005
813,n+n+p+p+D2+T3+He4+He4+B11,5,0.005
814,pi-+n+p+p+p+p+Be9,5,0.005
815,n+n+p+D2+D2+D2+He4+C12+C12+C12,4,0.004
816,n+n+n+n+n+p+p+p+p+p+T3+C12,4,0.004
817,p+p+p+He4+Be9+C12,4,0.004
818,pi-+n+p+p+p+D2+T3+He4+C12+C12,4,0.004
819,n+n+p+p+D2+Na23,4,0.004
820,n+p+D2+D2+H4+He3,4,0.004
821,pi-+n+n+n+p+p+p+p+Ne21,4,0.004
822,pi-+n+n+p+p+D2+He4+F18,4,0.004
823,n+n+n+n+p+p+p+p+D2+He4+C12+C12,4,0.004
824,pi++n+p+Be11,4,0.004
825,n+n+p+p+He4+Li6+C12+C12,4,0.004
826,n+n+n+n+p+p+p+He4+O17,4,0.004
827,pi-+n+n+n+p+p+p+p+p+D2+T3,4,0.004
828,pi-+n+n+n+p+p+p+D2+He4+He4+C12,4,0.004
829,pi-+n+n+p+p+p+p+p+T3+He4,4,0.004
830,pi-+p+p+p+B11+C12,4,0.004
831,n+p+p+p+p+C12+C12+C12+C12,4,0.004
832,n+n+n+He4+Be7,4,0.004
833,n+n+n+p+D2+D2+T3+He3,4,0.004
834,n+p+p+C12+Na25,4,0.004
835,pi-+p+C12+C12,4,0.004
836,pi++n+p+D2+D2+He7,4,0.004
837,n+n+n+n+n+n+p+p+p+D2+D2+He3+He4+He4+He4,4,0.004
838,n+n+n+n+p+p+p+p+p+D2+T3+C12,4,0.004
839,n+T3+He3+Li6,4,0.004
840,pi-+p+p+p+T3+Li7,4,0.004
841,p+p+D2+T3+He4+He4+C12,4,0.004
842,n+n+p+D2+He4+F19,4,0.004
843,n+n+n+n+n+p+p+D2+He3+He4+He4+He4+He4,4,0.004
844,n+He4+Na23,4,0.004
845,n+p+p+C12+Al27,4,0.004
846,n+n+n+n+p+p+p+Li6+C12,4,0.004
847,n+n+n+n+p+p+D2+D2+D2+He4+C12,4,0.004
848,pi-+p+p+He4+Li7+C12+C12,4,0.004
849,n+n+p+p+C11+C12,4,0.004
850,pi++n+n+n+p+T3+T3+He3,4,0.004
851,n+n+p+p+T3+T3+He4,4,0.004
852,n+n+p+D2+T3+He4+He4+He4+He4+He4,4,0.004
853,pi-+n+p+p+p+D2+He4+He4+C12+C12,4,0.004
854,n+n+D2+He4+Ne20,4,0.004
855,n+n+n+n+p+p+D2+He3+He3,4,0.004
856,n+n+n+p+D2+D2+He4+O16,4,0.004
857,pi++n+p+p+Li10,4,0.004
858,p+He4+Be9+C12,4,0.004
859,n+p+p+D2+T3+T3+He3,4,0.004
860,pi-+n+n+n+n+n+p+p+p+p+p+He3,4,0.004
861,n+n+n+n+p+D2+D2+Li4+C12,4,0.004
862,n+n+n+n+n+n+n+p+p+p+p+p+D2+D2+D2+D2+He4+He4,4,0.004
863,pi++n+He4+Li8,4,0.004
864,n+n+n+n+n+p+p+D2+He3+He4+C12,4,0.004
865,pi-+p+D2+D2+D2+Li6,4,0.004
866,pi-+n+n+p+p+p+He4+He4+C12+Al27,4,0.004
867,n+n+n+n+p+p+D2+D2+D2+D2+He4+He4+Li6,4,0.004
868,n+n+p+p+D2+He4+He4+Al27,4,0.004
869,n+n+D2+He4+Li6,4,0.004
870,pi++n+n+p+p+D2+T3+H4,4,0.004
871,pi-+n+p+He4+He4+He4+C12,4,0.004
872,n+n+n+n+n+n+p+p+p+p+D2+He4+He4+He4+He4,4,0.004
873,pi-+p+He4+He4+He4+C12+C12,4,0.004
874,n+p+D2+He4+Li6+C12+C12,4,0.004
875,n+n+p+p+p+He4+Li6+C12,4,0.004
876,n+n+p+p+p+D2+T3+T3+C12+C12,4,0.004
877,n+n+p+p+He4+Li7,4,0.004
878,n+n+n+p+C10,4,0.004
879,p+p+He6+Li6+C12,4,0.004
880,n+He6+Be6,4,0.004
881,pi-+n+p+p+p+T3+He3+He4,4,0.004
882,n+n+p+p+C12+Na24,4,0.004
883,n+n+n+p+p+D2+Na22,4,0.004
884,pi-+n+n+n+n+p+p+B7,4,0.004
885,n+n+n+p+He3+Ne21,4,0.004
886,n+n+D2+D2+D2+D2+He4,4,0.004
887,pi++n+n+n+p+p+Li8,4,0.004
888,n+n+n+n+p+p+p+T3+He4+He4+He4+Li6,4,0.004
889,pi++n+n+n+n+p+p+p+T3+T3,4,0.004
890,pi++n+n+n+p+p+D2+D2+H4,4,0.004
891,n+p+He4+Li8,4,0.004
892,p+p+p+p+p+p+p+C12,4,0.004
893,n+n+n+p+He4+Li6,4,0.004
894,p+Mg27,4,0.004
895,n+n+n+n+n+p+p+D2+D2+D2+He3+He4+He4+He4,4,0.004
896,n+n+n+p+He4+C12+Ne20,4,0.004
897,n+n+n+p+p+p+D2+D2+O18,4,0.004
898,pi-+n+p+p+Al26,4,0.004
899,pi-+n+p+p+p+T3+Li6,4,0.004
900,n+n+p+p+He4+He6,4,0.004
901,pi-+n+p+D2+D2+He4+He4,4,0.004
902,n+n+n+p+p+D2+Li6+N15,4,0.004
903,pi-+n+n+n+n+p+p+p+p+D2+He3+C12,4,0.004
904,n+n+p+B11+C12,4,0.004
905,pi-+p+p+Al27,4,0.004
906,n+p+p+D2+D2+He6+C12,4,0.004
907,p+p+p+p+p+p+p+C12+C12,4,0.004
908,n+n+n+n+p+p+Li6+O16,4,0.004
909,n+p+p+p+He4+Li7+C12+C12,4,0.004
910,n+p+D2+Mg25,4,0.004
911,n+p+p+p+C12+Mg26,4,0.004
912,n+n+n+p+p+p+He4+He4+C14,4,0.004
913,pi-+n+p+p+He4+Be7+C12,4,0.004
914,n+n+n+p+D2+He4+He4+He4+He4+Li6,4,0.004
915,n+n+p+p+D2+D2+D2+He4+C12+C12,4,0.004
916,p+D2+Be10+C12,4,0.004
917,n+n+n+p+p+p+H4+He3,4,0.004
918,pi++n+n+n+p+Be9+C12,4,0.004
919,n+n+n+n+p+p+p+D2+He4+C13,4,0.004
920,p+p+He4+Li8,4,0.004
921,n+p+p+p+D2+Li8,4,0.004
922,n+n+n+p+p+p+D2+D2+T3+He4+B11,4,0.004
923,n+n+n+p+p+D2+Be7+C12,4,0.004
924,n+n+n+p+D2+He3+He4+N15,4,0.004
925,pi-+n+p+p+B10+C12+C12,4,0.004
926,n+n+n+p+p+p+D2+Li6+C12,4,0.004
927,n+n+n+n+p+p+p+D2+D2+He3+C12,4,0.004
928,pi++n+D2+Be10,4,0.004
929,pi-+n+n+p+p+T3+He3+He3,4,0.004
930,n+n+C11+C12+C12+C12,4,0.004
931,p+C12+C12+Al27,4,0.004
932,pi-+n+n+p+p+p+D2+D2+He4+C12+C12,4,0.004
933,n+n+p+He4+C12+Ne21,4,0.004
934,n+n+n+n+p+p+p+D2+He4+C12+Al27,4,0.004
935,n+n+n+p+T3+He3+He4,4,0.004
936,pi-+n+p+D2+D2+Be7+C12,4,0.004
937,n+p+p+p+He4+He4+He4+C12+C12,4,0.004
938,n+p+D2+B10+C12,4,0.004
939,n+n+p+p+D2+D2+He3+He4,4,0.004
940,n+n+n+p+D2+D2+He3+He3,4,0.004
941,n+n+p+C12+Al26,4,0.004
942,pi-+p+p+p+Na25,3,0.003
943,n+n+n+n+p+D2+D2+He3+He4+He4+He4+He4,3,0.003
944,n+n+n+n+n+n+p+p+p+p+p+D2+D2+D2+T3+He4+He4,3,0.003
945,n+n+n+n+n+p+p+p+D2+D2+D2+N14,3,0.003
946,n+p+p+D2+D2+D2+D2+T3,3,0.003
947,pi-+n+p+p+D2+D2+T3+He3+C12,3,0.003
948,p+p+p+T3+He7,3,0.003
949,pi-+n+Li6+Be6+C12,3,0.003
950,n+p+p+p+D2+He7+C12,3,0.003
951,p+p+D2+T3+T3+He4,3,0.003
952,p+p+p+p+C12+Al27,3,0.003
953,n+n+n+p+p+D2+D2+T3+He4+C12,3,0.003
954,p+T3+T3+T3+He3,3,0.003
955,n+n+p+p+D2+D2+T3+T3+He4+He4+Li6,3,0.003
956,n+n+n+n+p+p+p+Be9+C12,3,0.003
957,n+n+He4+Be7+Al27,3,0.003
958,n+n+n+n+n+n+n+p+p+p+p+He3,3,0.003
959,n+n+n+n+p+p+D2+C12+Ne20,3,0.003
960,n+p+p+Al27,3,0.003
961,pi-+n+n+p+p+p+p+D2+Li6,3,0.003
962,C12+C12+Al27,3,0.003
963,n+n+D2+D2+Be7+C12,3,0.003
964,pi++n+n+D2+Na24,3,0.003
965,n+p+D2+T3+T3+He3+C12,3,0.003
966,n+n+C11+C13,3,0.003
967,n+n+p+D2+D2+D2+He4+N15,3,0.003
968,n+n+n+p+p+D2+Li6+C12+C12,3,0.003
969,p+He6+Li6+C12,3,0.003
970,n+n+n+p+p+D2+D2+D2+He3+C12,3,0.003
971,pi-+n+n+p+He3+Be7+C12,3,0.003
972,n+D2+C12+Mg25,3,0.003
973,pi-+n+n+p+p+p+p+p+T3+T3,3,0.003
974,n+n+n+p+D2+He4+C12+F18,3,0.003
975,n+n+n+n+n+n+p+p+p+p+D2+D2+D2+C12,3,0.003
976,pi-+p+p+D2+T3+T3+He3,3,0.003
977,p+He4+Li8+C12,3,0.003
978,n+n+p+p+He4+He4+He4+He4+Li8,3,0.003
979,pi-+n+D2+He4+Be6+C12,3,0.003
980,pi-+p+D2+D2+D2+T3+He3,3,0.003
981,pi-+n+n+p+p+p+p+Li7+C12,3,0.003
982,n+n+He4+B10+C12,3,0.003
983,pi++n+n+n+n+D2+He4+He4,3,0.003
984,pi-+n+p+p+He4+Ne21,3,0.003
985,n+p+p+p+T3+T3+He4+C12,3,0.003
986,pi++n+D2+T3+Li7,3,0.003
987,n+n+n+p+p+p+D2+D2+T3+T3+He4+He4+He4,3,0.003
988,pi-+n+p+p+D2+He4+He4+C12+C13,3,0.003
989,n+n+p+p+p+D2+Li7+C12,3,0.003
990,n+n+p+p+He4+Li6+C12+C12+C12,3,0.003
991,n+n+n+n+p+p+p+He4+He4+C12,3,0.003
992,n+p+p+p+T3+T3+T3,3,0.003
993,n+n+n+n+p+p+p+p+He4+N16,3,0.003
994,n+n+n+n+n+p+p+p+He4+He4+He4+He4+He4,3,0.003
995,n+n+p+p+p+T3+Li6,3,0.003
996,pi-+p+D2+D2+D2+D2+He4+C12,3,0.003
997,n+p+p+B11+C13,3,0.003
998,n+n+n+p+He4+He4+He4+He4+He4+He4,3,0.003
999,pi-+n+n+p+D2+He4+Li4,3,0.003
1000,n+p+D2+D2+T3+He4+C12+C12,3,0.003
1001,pi-+n+n+n+p+p+D2+He3+He3+C12,3,0.003
1002,pi++n+n+n+n+n+p+Be7,3,0.003
1003,pi-+n+p+p+He3+He4+He4+C12,3,0.003
1004,n+n+p+C11+Al27,3,0.003
1005,pi-+n+n+p+p+p+D2+D2+D2+D2,3,0.003
1006,n+p+p+D2+Be9+C12,3,0.003
1007,n+n+p+p+D2+T3+He4+C12+C12+C12,3,0.003
1008,n+p+H4+He3+He4,3,0.003
1009,pi++n+n+p+D2+D2+T3+He4+C12,3,0.003
1010,pi-+n+p+He4+He4+F18,3,0.003
1011,n+n+n+p+p+D2+He4+He4+C12+C13,3,0.003
1012,n+D2+He4+Li7,3,0.003
1013,pi-+pi++n+n+n+p+p+D2+D2+He4,3,0.003
1014,n+n+n+n+n+p+p+D2+Li4+C12,3,0.003
1015,pi-+n+n+p+p+p+p+D2+D2+He4+C12,3,0.003
1016,C13,3,0.003
1017,pi-+n+D2+D2+D2+He3+He3+C12,3,0.003
1018,pi++n+n+n+n+p+p+T3+He4+Al27,3,0.003
1019,n+n+n+T3+B7,3,0.003
1020,n+p+p+Be11,3,0.003
1021,n+n+p+p+p+He4+Li6+C12+C12,3,0.003
1022,pi-+p+p+D2+D2+Li7+C12,3,0.003
1023,pi++n+n+p+D2+D2+T3+He4,3,0.003
1024,n+n+D2+D2+He4+He4+N14,3,0.003
1025,p+p+Al27,3,0.003
1026,n+D2+T3+He4+He4,3,0.003
1027,pi-+p+p+B11+C12+C12,3,0.003
1028,n+n+n+p+D2+D2+D2+He3+C12+C12,3,0.003
1029,n+n+n+n+n+p+p+p+p+p+D2+D2,3,0.003
1030,n+p+C13,3,0.003
1031,n+n+n+n+p+p+p+He4+He4,3,0.003
1032,pi-+n+n+n+n+p+p+p+p+p+D2+D2,3,0.003
